Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
926,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
927,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Phone
928,App keeps crashing on launch,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Medium,Social media
929,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,High,Social media
930,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Chat
931,Cannot connect to the server,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Medium,Social media
932,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
933,How do I cancel my plan,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Chat
934,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Phone
935,How do I cancel my plan,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Phone
936,Integration with third-party tool broken,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Social media
937,Unexpected charge on my card,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Low,Email
938,Charged twice for the same subscription,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Social media
939,Sync feature not working,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Social media
940,Unexpected charge on my card,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Social media
941,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Chat
942,Software freezes during export,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Low,Social media
943,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,High,Email
944,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Social media
945,Subscription renewed at wrong price,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Low,Email
946,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Phone
947,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Email
948,"Duplicate charge, please refund immediately","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Email
949,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Phone
950,Website is throwing a 500 error,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,High,Social media
951,Charged twice for the same subscription,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Social media
952,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Chat
953,Need clarification on billing cycle,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,High,Phone
954,App keeps crashing on launch,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
955,Need clarification on billing cycle,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Phone
956,How do I cancel my plan,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Phone
957,Unexpected charge on my card,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Social media
958,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
959,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Phone
960,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Social media
961,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Social media
962,Charged twice for the same subscription,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Chat
963,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Social media
964,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Phone
965,Unable to log into my account,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Low,Chat
966,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Low,Chat
967,App keeps crashing on launch,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Phone
968,Cannot connect to the server,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,High,Email
969,Sync feature not working,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Critical,Email
970,Want to cancel my subscription,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Social media
971,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Email
972,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Critical,Email
973,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Chat
974,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Phone
975,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Chat
976,Comparing plan tiers,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Social media
977,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Social media
978,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Chat
979,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Critical,Social media
980,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Critical,Email
981,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
982,Unexpected charge on my card,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,High,Phone
983,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
984,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Chat
985,Unexpected charge on my card,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Low,Social media
986,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
987,Need clarification on billing cycle,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Email
988,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
989,App keeps crashing on launch,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,Medium,Social media
990,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Email
991,Want to cancel my subscription,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Phone
992,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
993,Charged twice for the same subscription,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Social media
994,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
995,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Low,Email
996,Comparing plan tiers,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Social media
997,Question about my last invoice,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Social media
998,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Phone
999,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Social media
1000,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Phone
1001,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Phone
1002,Comparing plan tiers,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Chat
1003,Subscription renewed at wrong price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Low,Email
1004,App keeps crashing on launch,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Critical,Chat
1005,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Email
1006,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Low,Chat
1007,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Phone
1008,Comparing plan tiers,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Email
1009,Want to cancel my subscription,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Phone
1010,Subscription renewed at wrong price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Social media
1011,Unable to log into my account,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Phone
1012,App keeps crashing on launch,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,Critical,Social media
1013,Need clarification on billing cycle,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Critical,Email
1014,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Social media
1015,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
1016,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Email
1017,Refund needed for accidental purchase,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,High,Chat
1018,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
1019,Software freezes during export,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Medium,Social media
1020,Charged twice for the same subscription,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Medium,Chat
1021,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Phone
1022,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
1023,Invoice total does not match plan price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Chat
1024,Unexpected charge on my card,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Chat
1025,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Email
1026,Unexpected charge on my card,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Phone
1027,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Phone
1028,Question about my last invoice,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Low,Email
1029,Asking about enterprise features,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Chat
1030,Cannot connect to the server,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,High,Social media
1031,Invoice total does not match plan price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Phone
1032,Need clarification on billing cycle,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Medium,Chat
1033,Question about my last invoice,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Email
1034,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Chat
1035,Charged twice for the same subscription,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Social media
1036,Comparing plan tiers,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,High,Chat
1037,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Social media
1038,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Social media
1039,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
1040,Mobile app stuck on loading screen,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Social media
1041,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Social media
1042,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
1043,Unable to log into my account,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,High,Chat
1044,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Chat
1045,How do I cancel my plan,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Phone
1046,Subscription renewed at wrong price,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Email
1047,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Social media
1048,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Email
1049,Unexpected charge on my card,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Chat
1050,Question about my last invoice,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Email
1051,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Social media
1052,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Critical,Chat
1053,Software freezes during export,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Social media
1054,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Social media
1055,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Email
1056,Invoice total does not match plan price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Chat
1057,Website is throwing a 500 error,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Low,Phone
1058,Website is throwing a 500 error,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,High,Phone
1059,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Chat
1060,Subscription renewed at wrong price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Chat
1061,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Phone
1062,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Social media
1063,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Email
1064,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Chat
1065,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Email
1066,Please cancel my account,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Phone
1067,Refund needed for accidental purchase,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
1068,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Chat
1069,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Social media
1070,Sync feature not working,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Phone
1071,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Phone
1072,Requesting a refund for last month,"I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Phone
1073,Unable to log into my account,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,Medium,Email
1074,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,High,Social media
1075,Want to cancel my subscription,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
1076,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Social media
1077,Software freezes during export,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
1078,Invoice total does not match plan price,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Medium,Phone
1079,Website is throwing a 500 error,"The software freezes at 80 percent every time I try to export a large file, I have to force close it.",Technical issue,High,Phone
1080,How do I cancel my plan,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Email
1081,Refund needed for accidental purchase,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,Medium,Email
1082,How do I cancel my plan,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Phone
1083,Invoice total does not match plan price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Low,Phone
1084,Sync feature not working,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Medium,Email
1085,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Social media
1086,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Email
1087,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Social media
1088,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Email
1089,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Email
1090,Software freezes during export,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,High,Phone
1091,Unexpected charge on my card,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Low,Phone
1092,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Phone
1093,Question about my last invoice,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Low,Email
1094,Invoice total does not match plan price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Phone
1095,Subscription renewed at wrong price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Chat
1096,Software freezes during export,"I cannot connect to your server from my office network, but it works fine on my home wifi.",Technical issue,High,Email
1097,Charged twice for the same subscription,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Email
1098,Mobile app stuck on loading screen,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Low,Social media
1099,Subscription renewed at wrong price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Social media
1100,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
1101,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Medium,Email
1102,Want to cancel my subscription,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Social media
1103,How do I cancel my plan,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Phone
1104,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Phone
1105,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Low,Social media
1106,Cannot connect to the server,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Chat
1107,Refund needed for accidental purchase,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
1108,Cannot connect to the server,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,High,Social media
1109,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Chat
1110,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Social media
1111,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Email
1112,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Social media
1113,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Social media
1114,Unable to log into my account,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Email
1115,Sync feature not working,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Critical,Email
1116,Subscription renewed at wrong price,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Medium,Phone
1117,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Phone
1118,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Phone
1119,App keeps crashing on launch,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,High,Phone
1120,Cannot connect to the server,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Low,Phone
1121,Software freezes during export,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Medium,Social media
1122,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Chat
1123,Need clarification on billing cycle,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,Low,Social media
1124,"Duplicate charge, please refund immediately","The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,Medium,Chat
1125,Charged twice for the same subscription,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Medium,Chat
1126,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Social media
1127,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Social media
1128,Comparing plan tiers,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
1129,Want to cancel my subscription,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,High,Chat
1130,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,High,Phone
1131,App keeps crashing on launch,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,High,Email
1132,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
1133,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Email
1134,Asking about enterprise features,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,High,Email
1135,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Medium,Phone
1136,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
1137,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Social media
1138,Does this support multiple users,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Medium,Phone
1139,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Chat
1140,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Low,Phone
1141,Refund needed for accidental purchase,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Chat
1142,Does this support multiple users,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Chat
1143,"Product did not work as advertised, want refund","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Email
1144,Requesting a refund for last month,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Chat
1145,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Social media
1146,Question about my last invoice,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Phone
1147,Software freezes during export,I keep getting a server error when I try to log in with my correct credentials. I have tried resetting my password twice.,Technical issue,Low,Social media
1148,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Chat
1149,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Social media
1150,Software freezes during export,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Medium,Phone
1151,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,High,Phone
1152,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
1153,"Duplicate charge, please refund immediately","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Chat
1154,Does this support multiple users,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Medium,Chat
1155,Requesting a refund for last month,I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Email
1156,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Phone
1157,Subscription renewed at wrong price,"There is a charge on my card from your company that I do not recognize, can you explain what it is for.",Billing inquiry,Medium,Email
1158,Unable to log into my account,"Every time I open the app it crashes immediately, even after reinstalling. This started after the last update.",Technical issue,Critical,Chat
1159,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
1160,How do I cancel my plan,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Phone
1161,"Duplicate charge, please refund immediately",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Phone
1162,Please cancel my account,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Low,Email
1163,Requesting a refund for last month,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,Medium,Email
1164,Refund needed for accidental purchase,"The product did not work as advertised and I have already spent hours troubleshooting, I want a refund.",Refund request,High,Social media
1165,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,Low,Social media
1166,Website is throwing a 500 error,The mobile app is stuck on the loading screen and never gets past it no matter how many times I restart it.,Technical issue,Medium,Email
1167,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Email
1168,Asking about enterprise features,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Social media
